"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"npz6.27","6","L043 (03).MP4","79054","R044 (03).MP4","78275","1","13.26297",380.47538,"1.50479","6.22913","1436.42940","10.13512","0.30151","15.63136","-236.50622","89.20102","-1414.01464","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"npz6.27","10","L043 (04).MP4","45066","R044 (04).MP4","44287","1","26.36856",725.27485,"2.01456","4.46963","1097.08807","3.99688","28.52741","15.71698","47.05615","60.27665","-1094.41979","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"npz6.27","11","L043 (04).MP4","45455","R044 (04).MP4","44676","1","26.47673",656.57803,"3.05206","9.15056","1803.38229","13.10413","12.53378","27.39658","-401.34383","78.06519","-1756.42154","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"npz6.27","12","L043 (04).MP4","45712","R044 (04).MP4","44933","1","26.54819",663.63219,"2.80254","5.39210","1419.62709","14.28110","25.62511","12.55025","336.50176","-96.96101","-1375.75659","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"npz6.27","13","L043 (04).MP4","49058","R044 (04).MP4","48279","1","27.47856",384.58469,"7.44092","7.92244","2081.11370","21.06072","39.99366","19.24930","-743.00238","85.12777","-1942.09551","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"npz6.27","14","L043 (05).MP4","369","R044 (04).MP4","80652","1","36.48005",937.32267,"7.85251","8.07302","2216.02144","14.87945","32.40563","5.64012","565.72564","-61.36226","-2141.71432","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"npz6.28","1","L037 (19).MP4","52529","R038 (19).MP4","52918","1","22.17743",707.39895,"1.73375","13.44446","1350.87780","10.79138","9.73956","1.94520","139.63202","210.89406","-1326.98810","Triakidae","Mustelus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1237","113.3663","20210512","14:45","NPZ6","Fished","out6.1","149","Molly","Yes","Yes"
"npz6.28","2","L037 (19).MP4","66289","R038 (19).MP4","66678","1","26.00348",413.97498,"15.97849","20.49391","2654.94632","17.49145","61.90768","4.77318","-330.88954","726.14337","-2532.18638","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1237","113.3663","20210512","14:45","NPZ6","Fished","out6.1","149","Molly","Yes","Yes"
"npz6.36","1","L027 (20).MP4","33486","R028 (20).MP4","32995","1","1.65443",265.70951,"4.42326","5.42578","1664.51470","14.13216","45.33314","36.48538","-390.86474","111.31653","-1614.13833","Serranidae","Epinephelus","rivulatus","37311022",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","2","L027 (20).MP4","73550","R028 (20).MP4","73059","1","12.79445",413.27859,"1.21068","8.10121","1240.99286","11.47882","12.83420","55.26914","-221.30248","109.62093","-1216.17094","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","3","L027 (21).MP4","13197","R028 (21).MP4","12706","1","18.55242",631.18795,"1.74620","2.72976","999.89609","8.24778","35.58213","24.47399","143.10398","9.80256","-989.55411","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","5","L027 (21).MP4","13720","R028 (21).MP4","13229","1","18.69785",571.17483,"2.11664","1.46468","1196.93882","14.01823","36.69798","37.30439","-287.89637","-34.32395","-1161.29242","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","6","L027 (21).MP4","16078","R028 (21).MP4","15587","1","19.35350",418.81086,"5.47029","3.68564","2404.82983","15.76472","15.51571","10.26762","563.57964","330.54593","-2314.37333","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","8","L027 (21).MP4","23890","R028 (21).MP4","23399","1","21.52567",639.00148,"4.07447","6.04102","2201.62386","20.41449","3.02209","31.00416","767.33378","-30.66659","-2063.34826","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","9","L027 (21).MP4","80717","R028 (21).MP4","80226","1","37.32673",439.53165,"1.05215","1.12570","816.18901","7.55943","36.76254","42.38752","107.26547","4.81104","-809.09546","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","13","L027 (22).MP4","306","R028 (21).MP4","80877","1","37.50775",348.41815,"1.67383","4.73911","1792.18263","5.37399","11.05781","61.60012","162.43854","42.27406","-1784.30525","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","14","L027 (22).MP4","436","R028 (21).MP4","81007","1","37.54390",472.38178,"2.05877","12.00728","1496.64554","15.41093","20.90787","51.99161","-286.22101","276.14802","-1442.83322","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","15","L027 (22).MP4","536","R028 (22).MP4","45","1","37.57170",488.43062,"1.02680","1.72144","1013.68096","14.02507","14.96144","44.80921","-240.52866","49.95777","-983.46290","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","16","L027 (22).MP4","627","R028 (22).MP4","136","1","37.59700",357.45173,"1.70149","2.85260","1557.20110","18.52110","0.65308","56.55827","-418.79794","263.22568","-1476.54861","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","17","L027 (22).MP4","720","R028 (22).MP4","229","1","37.62286",327.8511,"1.95487","4.61754","1305.94022","18.07711","20.83173","18.10294","312.31946","-258.19951","-1241.47872","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","18","L027 (22).MP4","899","R028 (22).MP4","408","1","37.67264",320.68717,"3.72082","6.40345","1626.48087","6.69729","46.21816","48.67131","-30.29010","187.25228","-1615.38203","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.36","19","L027 (22).MP4","988","R028 (22).MP4","497","1","37.69738",394.84071,"1.40537","2.65501","1458.59866","10.29665","4.64194","40.40977","-233.99332","-114.97960","-1435.10866","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"npz6.4","1","L029 (08).MP4","49540","R030 (08).MP4","51324","1","1.49566",68.48464,"0.93137","6.76550","910.24489","26.91240","7.92828","15.49524","-333.13065","-242.42446","-811.66503","Nemipteridae","Pentapodus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","2","L029 (08).MP4","50896","R030 (08).MP4","52680","1","1.87270",90.07812,"4.52838","18.86533","2018.68572","21.91658","16.38790","6.81238","-685.43604","-312.92221","-1872.79181","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","3","L029 (08).MP4","64526","R030 (08).MP4","66310","1","5.66260",267.81472,"3.54653","19.51473","1746.64876","23.67213","18.94052","8.77422","-611.62821","-343.08796","-1599.68230","Serranidae","Epinephelus","rivulatus","37311022",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","6","L029 (08).MP4","65487","R030 (08).MP4","67271","1","5.92981",156.96267,"2.37119","11.53828","1169.56370","21.96775","38.73110","10.08196","-426.70508","-96.65819","-1084.64705","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","7","L029 (08).MP4","80168","R030 (09).MP4","890","1","10.01195",182.06122,"3.32883","7.35908","1681.12519","28.62314","14.53807","10.80716","-801.17428","81.77748","-1475.67413","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","8","L029 (08).MP4","80168","R030 (09).MP4","890","1","10.01195",134.61961,"6.44337","12.79263","1813.82164","27.04851","64.68529","16.41577","-819.21172","-96.07050","-1615.42921","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","9","L029 (08).MP4","80178","R030 (09).MP4","900","1","10.01473",187.70427,"4.65751","10.19203","1790.11598","25.47270","52.51503","41.84669","-769.50131","24.61161","-1616.09939","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","10","L029 (08).MP4","80247","R030 (09).MP4","969","1","10.03391",212.97957,"2.40190","12.66752","1368.40375","17.07941","23.39529","16.46181","-378.15098","-136.09575","-1308.05528","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","11","L029 (08).MP4","80260","R030 (09).MP4","982","1","10.03753",137.25336,"7.66285","13.41746","1881.40332","26.68516","80.02960","8.34414","-844.47829","27.15460","-1681.01085","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","12","L029 (08).MP4","80300","R030 (09).MP4","1022","1","10.04865",155.88169,"4.10822","14.11461","1841.45998","23.40058","19.15318","9.88087","-709.08076","179.09771","-1690.00099","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","13","L029 (08).MP4","80890","R030 (09).MP4","1612","1","10.21270",561.44626,"2.17645","15.23464","1640.79430","13.97010","2.12827","0.27980","321.78234","231.00147","-1592.26266","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","14","L029 (08).MP4","80944","R030 (09).MP4","1666","1","10.22772",350.64371,"14.22441","19.22782","2881.27850","28.00500","49.47157","11.75240","-1334.92453","219.80799","-2543.89991","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","15","L029 (09).MP4","44405","R030 (09).MP4","46189","1","22.60759",526.22271,"4.62007","17.21630","1560.95475","8.20008","50.64239","36.02194","-220.49383","-30.83448","-1544.99561","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","16","L029 (09).MP4","45794","R030 (09).MP4","47578","1","22.99380",420.63666,"4.47167","10.83647","1771.41759","26.58526","33.51374","16.51079","-722.59280","326.08151","-1584.12461","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","20","L029 (09).MP4","69118","R030 (09).MP4","70902","1","29.47917",587.61143,"3.10433","14.06698","1542.42887","23.14833","19.57620","4.56297","-580.76323","-174.27813","-1418.24823","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","21","L029 (09).MP4","70185","R030 (09).MP4","71969","1","29.77586",546.28104,"2.91961","11.68697","1419.50563","10.54767","30.86205","29.56079","-259.82665","-3.12149","-1395.52019","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","22","L029 (09).MP4","77813","R030 (09).MP4","79597","1","31.89686",909.80678,"3.18024","17.27428","1618.43232","8.06647","18.08569","7.35095","-72.52883","-215.20839","-1602.41945","Carcharhinidae","Carcharhinus","plumbeus","37018007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","23","L029 (09).MP4","79824","R030 (10).MP4","547","1","32.45603",387.93766,"2.90664","16.30589","1407.78270","9.24371","29.31810","18.18642","226.11374","3.30947","-1389.50126","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","24","L029 (09).MP4","80003","R030 (10).MP4","726","1","32.50581",289.02218,"1.41776","13.85582","1244.45031","19.87930","1.79951","2.38269","-338.16962","-254.37749","-1170.29482","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","25","L029 (09).MP4","80012","R030 (10).MP4","735","1","32.50831",352.35497,"1.45223","15.26312","1046.27834","19.14872","22.21418","13.12281","-318.63732","127.50525","-988.38810","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","27","L029 (09).MP4","80079","R030 (10).MP4","802","1","32.52694",347.60052,"3.76225","19.79956","1722.28630","3.52909","25.29530","16.61799","95.08077","46.89355","-1719.02028","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","28","L029 (09).MP4","80080","R030 (10).MP4","803","1","32.52722",372.04727,"2.40798","14.45810","1432.58152","23.01258","16.49819","6.85548","-493.23403","265.27191","-1318.57530","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","29","L029 (09).MP4","80086","R030 (10).MP4","809","1","32.52889",338.54933,"2.92509","9.33217","1660.85670","27.13333","5.90489","20.22146","-757.16558","20.92749","-1478.07554","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","31","L029 (09).MP4","80135","R030 (10).MP4","858","1","32.54251",353.94789,"1.32701","12.40637","1243.11080","12.19094","6.01399","21.16841","-262.43627","6.13488","-1215.07778","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","32","L029 (09).MP4","80186","R030 (10).MP4","909","1","32.55669",520.51751,"1.57269","12.34792","1113.30550","18.62628","21.73874","9.22520","-245.29442","257.42955","-1054.99280","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","33","L029 (09).MP4","80261","R030 (10).MP4","984","1","32.57755",431.36359,"1.55320","16.04712","1268.94942","15.35305","10.34156","20.90024","-304.81002","-141.31489","-1223.66399","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","34","L029 (09).MP4","80415","R030 (10).MP4","1138","1","32.62037",317.65758,"1.59699","11.99751","1263.47644","17.40109","12.84607","3.85000","-283.12602","-250.22629","-1205.65301","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","35","L029 (09).MP4","80438","R030 (10).MP4","1161","1","32.62676",381.14257,"2.22990","10.95855","1469.81013","25.45641","16.85287","35.93220","-573.14125","265.76302","-1327.11000","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","36","L029 (09).MP4","80454","R030 (10).MP4","1177","1","32.63121",354.6237,"2.06204","13.55530","1385.65723","5.19535","19.45066","20.88767","110.42331","-59.58454","-1379.96462","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","37","L029 (09).MP4","80547","R030 (10).MP4","1270","1","32.65707",365.16709,"4.10407","18.22001","1674.16033","14.13548","28.24594","2.74651","391.40693","-118.16847","-1623.46840","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","39","L029 (10).MP4","67","R030 (10).MP4","1851","1","32.81862",441.12149,"1.24509","14.78324","1177.34759","12.62692","8.21289","34.07102","-255.47409","-31.18383","-1148.87245","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.4","40","L029 (10).MP4","392","R030 (10).MP4","2176","1","32.90899",510.92299,"1.52168","12.99222","1208.86742","13.82683","13.34338","16.04677","-165.02455","-237.13502","-1173.83743","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"npz6.5","2","L041 (10).MP4","44983","R042 (10).MP4","46931","1","39.37878",416.00359,"9.40609","6.37042","2323.23471","15.28805","45.25203","26.40106","-542.07216","285.31014","-2241.02107","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"npz6.5","3","L041 (10).MP4","45356","R042 (10).MP4","47304","1","39.48250",306.31041,"5.87219","8.89976","2769.59791","11.83724","12.37842","19.49316","-529.20670","206.67918","-2710.70038","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"npz6.5","4","L041 (11).MP4","16260","R042 (11).MP4","18208","1","53.93166",534.90751,"2.87578","6.96736","1526.29900","8.04059","21.63135","2.89441","187.90531","101.33985","-1511.29431","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"npz6.5","5","L041 (11).MP4","16529","R042 (11).MP4","18477","1","54.00645",589.76914,"6.63875","9.67192","2876.30134","16.19352","16.36630","27.07206","-255.94850","760.22046","-2762.18475","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"npz6.5","6","L041 (11).MP4","16844","R042 (11).MP4","18792","1","54.09404",524.01706,"5.04840","8.79402","1507.99549","16.54603","53.32104","9.62107","-405.77830","140.62683","-1445.55126","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"npz6.5","7","L041 (11).MP4","16924","R042 (11).MP4","18872","1","54.11628",451.67371,"7.00684","10.11026","2485.28894","16.39865","22.30073","4.00076","528.95363","460.99069","-2384.18890","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
